ID	Target	Stance	Dataset
6797	Jacob Zuma	AGAINST	presidents
6798	Jacob Zuma	FAVOR	presidents
6799	Jacob Zuma	NONE	presidents
6800	Jacob Zuma	AGAINST	presidents
6801	Jacob Zuma	AGAINST	presidents
6802	Jacob Zuma	AGAINST	presidents
6803	Jacob Zuma	NONE	presidents
6804	Jacob Zuma	AGAINST	presidents
6805	Jacob Zuma	AGAINST	presidents
6806	Jacob Zuma	NONE	presidents
6807	Jacob Zuma	NONE	presidents
6808	Jacob Zuma	AGAINST	presidents
6809	Jacob Zuma	NONE	presidents
6810	Jacob Zuma	NONE	presidents
6811	Jacob Zuma	FAVOR	presidents
6812	Jacob Zuma	AGAINST	presidents
6813	Jacob Zuma	FAVOR	presidents
6814	Jacob Zuma	AGAINST	presidents
6815	Jacob Zuma	AGAINST	presidents
6816	Jacob Zuma	AGAINST	presidents
6817	Jacob Zuma	AGAINST	presidents
6818	Jacob Zuma	FAVOR	presidents
6819	Jacob Zuma	AGAINST	presidents
6820	Jacob Zuma	FAVOR	presidents
6821	Jacob Zuma	FAVOR	presidents
6822	Jacob Zuma	AGAINST	presidents
6823	Jacob Zuma	AGAINST	presidents
6824	Jacob Zuma	NONE	presidents
6825	Jacob Zuma	FAVOR	presidents
6826	Jacob Zuma	AGAINST	presidents
6827	Jacob Zuma	AGAINST	presidents
6828	Jacob Zuma	FAVOR	presidents
6829	Jacob Zuma	FAVOR	presidents
6830	Jacob Zuma	AGAINST	presidents
6831	Jacob Zuma	AGAINST	presidents
6832	Jacob Zuma	AGAINST	presidents
6833	Jacob Zuma	FAVOR	presidents
6834	Jacob Zuma	NONE	presidents
6835	Jacob Zuma	AGAINST	presidents
6836	Jacob Zuma	NONE	presidents
6837	Jacob Zuma	AGAINST	presidents
6838	Jacob Zuma	NONE	presidents
6839	Jacob Zuma	AGAINST	presidents
6840	Jacob Zuma	AGAINST	presidents
6841	Jacob Zuma	NONE	presidents
6842	Jacob Zuma	AGAINST	presidents
6843	Jacob Zuma	NONE	presidents
6844	Jacob Zuma	FAVOR	presidents
6845	Jacob Zuma	FAVOR	presidents
6846	Jacob Zuma	FAVOR	presidents
6847	Jacob Zuma	NONE	presidents
6848	Jacob Zuma	AGAINST	presidents
6849	Jacob Zuma	AGAINST	presidents
6850	Jacob Zuma	AGAINST	presidents
6851	Jacob Zuma	AGAINST	presidents
6852	Jacob Zuma	AGAINST	presidents
6853	Jacob Zuma	AGAINST	presidents
6854	Jacob Zuma	FAVOR	presidents
6855	Jacob Zuma	AGAINST	presidents
6856	Jacob Zuma	NONE	presidents
6857	Jacob Zuma	NONE	presidents
6858	Jacob Zuma	AGAINST	presidents
6859	Jacob Zuma	AGAINST	presidents
6860	Jacob Zuma	NONE	presidents
6861	Jacob Zuma	AGAINST	presidents
6862	Jacob Zuma	NONE	presidents
6863	Jacob Zuma	AGAINST	presidents
6864	Jacob Zuma	AGAINST	presidents
6865	Jacob Zuma	AGAINST	presidents
6866	Jacob Zuma	NONE	presidents
6867	Jacob Zuma	FAVOR	presidents
6868	Jacob Zuma	NONE	presidents
6869	Jacob Zuma	FAVOR	presidents
6870	Jacob Zuma	AGAINST	presidents
6871	Jacob Zuma	NONE	presidents
6872	Jacob Zuma	AGAINST	presidents
6873	Jacob Zuma	FAVOR	presidents
6874	Jacob Zuma	FAVOR	presidents
6875	Jacob Zuma	AGAINST	presidents
6876	Jacob Zuma	AGAINST	presidents
6877	Jacob Zuma	AGAINST	presidents
6878	Jacob Zuma	AGAINST	presidents
6879	Jacob Zuma	AGAINST	presidents
6880	Jacob Zuma	FAVOR	presidents
6881	Jacob Zuma	FAVOR	presidents
6882	Jacob Zuma	AGAINST	presidents
6883	Jacob Zuma	AGAINST	presidents
6884	Jacob Zuma	AGAINST	presidents
6885	Jacob Zuma	AGAINST	presidents
6886	Jacob Zuma	NONE	presidents
6887	Jacob Zuma	AGAINST	presidents
6888	Jacob Zuma	AGAINST	presidents
6889	Jacob Zuma	AGAINST	presidents
6890	Jacob Zuma	AGAINST	presidents
6891	Jacob Zuma	AGAINST	presidents
6892	Jacob Zuma	AGAINST	presidents
6893	Jacob Zuma	AGAINST	presidents
6894	Jacob Zuma	AGAINST	presidents
6895	Jacob Zuma	AGAINST	presidents
6896	Jacob Zuma	AGAINST	presidents
6897	Jacob Zuma	NONE	presidents
6898	Jacob Zuma	AGAINST	presidents
6899	Jacob Zuma	NONE	presidents
6900	Jacob Zuma	AGAINST	presidents
6901	Jacob Zuma	AGAINST	presidents
6902	Jacob Zuma	FAVOR	presidents
6903	Recep Tayyip Erdoğan	AGAINST	presidents
6904	Recep Tayyip Erdoğan	AGAINST	presidents
6905	Recep Tayyip Erdoğan	AGAINST	presidents
6906	Recep Tayyip Erdoğan	AGAINST	presidents
6907	Recep Tayyip Erdoğan	FAVOR	presidents
6908	Recep Tayyip Erdoğan	AGAINST	presidents
6909	Recep Tayyip Erdoğan	NONE	presidents
6910	Recep Tayyip Erdoğan	AGAINST	presidents
6911	Recep Tayyip Erdoğan	AGAINST	presidents
6912	Recep Tayyip Erdoğan	AGAINST	presidents
6913	Recep Tayyip Erdoğan	AGAINST	presidents
6914	Recep Tayyip Erdoğan	AGAINST	presidents
6915	Recep Tayyip Erdoğan	AGAINST	presidents
6916	Recep Tayyip Erdoğan	NONE	presidents
6917	Recep Tayyip Erdoğan	NONE	presidents
6918	Recep Tayyip Erdoğan	AGAINST	presidents
6919	Recep Tayyip Erdoğan	AGAINST	presidents
6920	Recep Tayyip Erdoğan	FAVOR	presidents
6921	Recep Tayyip Erdoğan	AGAINST	presidents
6922	Recep Tayyip Erdoğan	AGAINST	presidents
6923	Recep Tayyip Erdoğan	NONE	presidents
6924	Recep Tayyip Erdoğan	AGAINST	presidents
6925	Recep Tayyip Erdoğan	AGAINST	presidents
6926	Recep Tayyip Erdoğan	AGAINST	presidents
6927	Recep Tayyip Erdoğan	AGAINST	presidents
6928	Recep Tayyip Erdoğan	NONE	presidents
6929	Recep Tayyip Erdoğan	AGAINST	presidents
6930	Recep Tayyip Erdoğan	AGAINST	presidents
6931	Recep Tayyip Erdoğan	AGAINST	presidents
6932	Recep Tayyip Erdoğan	AGAINST	presidents
6933	Recep Tayyip Erdoğan	FAVOR	presidents
6934	Recep Tayyip Erdoğan	AGAINST	presidents
6935	Recep Tayyip Erdoğan	AGAINST	presidents
6936	Recep Tayyip Erdoğan	AGAINST	presidents
6937	Recep Tayyip Erdoğan	FAVOR	presidents
6938	Recep Tayyip Erdoğan	FAVOR	presidents
6939	Recep Tayyip Erdoğan	AGAINST	presidents
6940	Recep Tayyip Erdoğan	NONE	presidents
6941	Recep Tayyip Erdoğan	AGAINST	presidents
6942	Recep Tayyip Erdoğan	AGAINST	presidents
6943	Recep Tayyip Erdoğan	AGAINST	presidents
6944	Recep Tayyip Erdoğan	AGAINST	presidents
6945	Recep Tayyip Erdoğan	AGAINST	presidents
6946	Recep Tayyip Erdoğan	AGAINST	presidents
6947	Recep Tayyip Erdoğan	AGAINST	presidents
6948	Recep Tayyip Erdoğan	FAVOR	presidents
6949	Recep Tayyip Erdoğan	NONE	presidents
6950	Recep Tayyip Erdoğan	NONE	presidents
6951	Recep Tayyip Erdoğan	AGAINST	presidents
6952	Recep Tayyip Erdoğan	AGAINST	presidents
6953	Recep Tayyip Erdoğan	NONE	presidents
6954	Recep Tayyip Erdoğan	NONE	presidents
6955	Recep Tayyip Erdoğan	AGAINST	presidents
6956	Recep Tayyip Erdoğan	AGAINST	presidents
6957	Recep Tayyip Erdoğan	FAVOR	presidents
6958	Recep Tayyip Erdoğan	AGAINST	presidents
6959	Recep Tayyip Erdoğan	AGAINST	presidents
6960	Recep Tayyip Erdoğan	NONE	presidents
6961	Recep Tayyip Erdoğan	AGAINST	presidents
6962	Recep Tayyip Erdoğan	NONE	presidents
6963	Recep Tayyip Erdoğan	NONE	presidents
6964	Recep Tayyip Erdoğan	FAVOR	presidents
6965	Recep Tayyip Erdoğan	AGAINST	presidents
6966	Recep Tayyip Erdoğan	FAVOR	presidents
6967	Recep Tayyip Erdoğan	AGAINST	presidents
6968	Recep Tayyip Erdoğan	FAVOR	presidents
6969	Recep Tayyip Erdoğan	NONE	presidents
6970	Recep Tayyip Erdoğan	AGAINST	presidents
6971	Recep Tayyip Erdoğan	FAVOR	presidents
6972	Recep Tayyip Erdoğan	NONE	presidents
6973	Recep Tayyip Erdoğan	NONE	presidents
6974	Recep Tayyip Erdoğan	AGAINST	presidents
6975	Recep Tayyip Erdoğan	AGAINST	presidents
6976	Recep Tayyip Erdoğan	AGAINST	presidents
6977	Recep Tayyip Erdoğan	AGAINST	presidents
6978	Recep Tayyip Erdoğan	AGAINST	presidents
6979	Recep Tayyip Erdoğan	AGAINST	presidents
6980	Recep Tayyip Erdoğan	AGAINST	presidents
6981	Recep Tayyip Erdoğan	AGAINST	presidents
6982	Recep Tayyip Erdoğan	FAVOR	presidents
6983	Recep Tayyip Erdoğan	AGAINST	presidents
6984	Recep Tayyip Erdoğan	AGAINST	presidents
6985	Recep Tayyip Erdoğan	AGAINST	presidents
6986	Recep Tayyip Erdoğan	AGAINST	presidents
6987	Recep Tayyip Erdoğan	AGAINST	presidents
6988	Recep Tayyip Erdoğan	AGAINST	presidents
6989	Recep Tayyip Erdoğan	NONE	presidents
6990	Recep Tayyip Erdoğan	AGAINST	presidents
6991	Recep Tayyip Erdoğan	AGAINST	presidents
6992	Recep Tayyip Erdoğan	AGAINST	presidents
6993	Recep Tayyip Erdoğan	NONE	presidents
6994	Recep Tayyip Erdoğan	FAVOR	presidents
6995	Recep Tayyip Erdoğan	AGAINST	presidents
6996	Recep Tayyip Erdoğan	AGAINST	presidents
6997	Recep Tayyip Erdoğan	AGAINST	presidents
6998	Recep Tayyip Erdoğan	AGAINST	presidents
6999	Recep Tayyip Erdoğan	AGAINST	presidents
7000	Recep Tayyip Erdoğan	NONE	presidents
7001	Recep Tayyip Erdoğan	AGAINST	presidents
7002	Recep Tayyip Erdoğan	NONE	presidents
7003	Recep Tayyip Erdoğan	AGAINST	presidents
7004	Recep Tayyip Erdoğan	AGAINST	presidents
7005	Recep Tayyip Erdoğan	NONE	presidents
7006	Recep Tayyip Erdoğan	AGAINST	presidents
7007	Recep Tayyip Erdoğan	AGAINST	presidents
7008	Recep Tayyip Erdoğan	AGAINST	presidents
7009	Recep Tayyip Erdoğan	AGAINST	presidents
7010	Recep Tayyip Erdoğan	AGAINST	presidents
7011	Recep Tayyip Erdoğan	NONE	presidents
7012	Recep Tayyip Erdoğan	FAVOR	presidents
7013	Recep Tayyip Erdoğan	AGAINST	presidents
7014	Recep Tayyip Erdoğan	AGAINST	presidents
7015	Recep Tayyip Erdoğan	NONE	presidents
7016	Recep Tayyip Erdoğan	AGAINST	presidents
7017	Recep Tayyip Erdoğan	AGAINST	presidents
7018	Recep Tayyip Erdoğan	AGAINST	presidents
7019	Recep Tayyip Erdoğan	AGAINST	presidents
7020	Recep Tayyip Erdoğan	AGAINST	presidents
7021	Recep Tayyip Erdoğan	AGAINST	presidents
7022	Recep Tayyip Erdoğan	FAVOR	presidents
7023	Recep Tayyip Erdoğan	FAVOR	presidents
7024	Recep Tayyip Erdoğan	NONE	presidents
7025	Recep Tayyip Erdoğan	AGAINST	presidents
7026	Recep Tayyip Erdoğan	AGAINST	presidents
7027	Recep Tayyip Erdoğan	NONE	presidents
7028	Recep Tayyip Erdoğan	AGAINST	presidents
7029	Recep Tayyip Erdoğan	AGAINST	presidents
7030	Recep Tayyip Erdoğan	NONE	presidents
7031	Recep Tayyip Erdoğan	AGAINST	presidents
7032	Recep Tayyip Erdoğan	AGAINST	presidents
7033	Recep Tayyip Erdoğan	AGAINST	presidents
7034	Recep Tayyip Erdoğan	AGAINST	presidents
7035	Recep Tayyip Erdoğan	FAVOR	presidents
7036	Recep Tayyip Erdoğan	AGAINST	presidents
7037	Recep Tayyip Erdoğan	AGAINST	presidents
7038	Recep Tayyip Erdoğan	AGAINST	presidents
7039	Recep Tayyip Erdoğan	AGAINST	presidents
7040	Recep Tayyip Erdoğan	AGAINST	presidents
7041	Recep Tayyip Erdoğan	NONE	presidents
7042	Recep Tayyip Erdoğan	AGAINST	presidents
7043	Recep Tayyip Erdoğan	NONE	presidents
7044	Recep Tayyip Erdoğan	AGAINST	presidents
7045	Recep Tayyip Erdoğan	AGAINST	presidents
7046	Recep Tayyip Erdoğan	FAVOR	presidents
7047	Recep Tayyip Erdoğan	NONE	presidents
7048	Recep Tayyip Erdoğan	AGAINST	presidents
7049	Recep Tayyip Erdoğan	AGAINST	presidents
7050	Recep Tayyip Erdoğan	AGAINST	presidents
7051	Recep Tayyip Erdoğan	AGAINST	presidents
7052	Recep Tayyip Erdoğan	AGAINST	presidents
7053	Recep Tayyip Erdoğan	AGAINST	presidents
7054	Recep Tayyip Erdoğan	AGAINST	presidents
7055	Recep Tayyip Erdoğan	NONE	presidents
7056	Recep Tayyip Erdoğan	FAVOR	presidents
7057	Recep Tayyip Erdoğan	FAVOR	presidents
7058	Recep Tayyip Erdoğan	NONE	presidents
7059	Recep Tayyip Erdoğan	AGAINST	presidents
7060	Recep Tayyip Erdoğan	AGAINST	presidents
7061	Recep Tayyip Erdoğan	AGAINST	presidents
7062	Recep Tayyip Erdoğan	AGAINST	presidents
7063	Recep Tayyip Erdoğan	AGAINST	presidents
7064	Recep Tayyip Erdoğan	AGAINST	presidents
7065	Recep Tayyip Erdoğan	AGAINST	presidents
7066	Recep Tayyip Erdoğan	AGAINST	presidents
7067	Recep Tayyip Erdoğan	AGAINST	presidents
7068	Recep Tayyip Erdoğan	AGAINST	presidents
7069	Recep Tayyip Erdoğan	AGAINST	presidents
7070	Recep Tayyip Erdoğan	AGAINST	presidents
7071	Recep Tayyip Erdoğan	AGAINST	presidents
7072	Recep Tayyip Erdoğan	AGAINST	presidents
7073	Recep Tayyip Erdoğan	AGAINST	presidents
7074	Recep Tayyip Erdoğan	NONE	presidents
7075	Recep Tayyip Erdoğan	NONE	presidents
7076	Recep Tayyip Erdoğan	FAVOR	presidents
7077	Recep Tayyip Erdoğan	FAVOR	presidents
7078	Recep Tayyip Erdoğan	AGAINST	presidents
7079	Recep Tayyip Erdoğan	AGAINST	presidents
7080	Recep Tayyip Erdoğan	NONE	presidents
7081	Recep Tayyip Erdoğan	NONE	presidents
7082	Recep Tayyip Erdoğan	AGAINST	presidents
7083	Recep Tayyip Erdoğan	AGAINST	presidents
7084	Recep Tayyip Erdoğan	AGAINST	presidents
7085	Recep Tayyip Erdoğan	AGAINST	presidents
7086	Recep Tayyip Erdoğan	NONE	presidents
7087	Recep Tayyip Erdoğan	AGAINST	presidents
7088	Recep Tayyip Erdoğan	AGAINST	presidents
7089	Recep Tayyip Erdoğan	FAVOR	presidents
7090	Recep Tayyip Erdoğan	FAVOR	presidents
7091	Recep Tayyip Erdoğan	NONE	presidents
7092	Recep Tayyip Erdoğan	AGAINST	presidents
7093	Recep Tayyip Erdoğan	NONE	presidents
7094	Recep Tayyip Erdoğan	AGAINST	presidents
7095	Recep Tayyip Erdoğan	FAVOR	presidents
7096	Recep Tayyip Erdoğan	NONE	presidents
7097	Recep Tayyip Erdoğan	AGAINST	presidents
7098	Recep Tayyip Erdoğan	NONE	presidents
7099	Recep Tayyip Erdoğan	NONE	presidents
7100	Recep Tayyip Erdoğan	AGAINST	presidents
7101	Recep Tayyip Erdoğan	AGAINST	presidents
7102	Recep Tayyip Erdoğan	NONE	presidents
7103	Recep Tayyip Erdoğan	AGAINST	presidents
7104	Recep Tayyip Erdoğan	AGAINST	presidents
7105	Recep Tayyip Erdoğan	FAVOR	presidents
7106	Recep Tayyip Erdoğan	AGAINST	presidents
7107	Recep Tayyip Erdoğan	FAVOR	presidents
7108	Recep Tayyip Erdoğan	AGAINST	presidents
7109	Recep Tayyip Erdoğan	AGAINST	presidents
7110	Recep Tayyip Erdoğan	AGAINST	presidents
7111	Recep Tayyip Erdoğan	AGAINST	presidents
7112	Recep Tayyip Erdoğan	AGAINST	presidents
7113	Recep Tayyip Erdoğan	NONE	presidents
7114	Recep Tayyip Erdoğan	AGAINST	presidents
7115	Recep Tayyip Erdoğan	FAVOR	presidents
7116	Recep Tayyip Erdoğan	AGAINST	presidents
7117	Recep Tayyip Erdoğan	NONE	presidents
7118	Recep Tayyip Erdoğan	AGAINST	presidents
7119	Recep Tayyip Erdoğan	FAVOR	presidents
7120	Recep Tayyip Erdoğan	AGAINST	presidents
7121	Recep Tayyip Erdoğan	AGAINST	presidents
7122	Recep Tayyip Erdoğan	AGAINST	presidents
7123	Recep Tayyip Erdoğan	NONE	presidents
7124	Recep Tayyip Erdoğan	AGAINST	presidents
7125	Recep Tayyip Erdoğan	AGAINST	presidents
7126	Recep Tayyip Erdoğan	NONE	presidents
7127	Recep Tayyip Erdoğan	NONE	presidents
7128	Recep Tayyip Erdoğan	AGAINST	presidents
7129	Recep Tayyip Erdoğan	FAVOR	presidents
7130	Recep Tayyip Erdoğan	AGAINST	presidents
7131	Recep Tayyip Erdoğan	AGAINST	presidents
7132	Recep Tayyip Erdoğan	NONE	presidents
7133	Recep Tayyip Erdoğan	AGAINST	presidents
7134	Recep Tayyip Erdoğan	AGAINST	presidents
7135	Recep Tayyip Erdoğan	AGAINST	presidents
7136	Recep Tayyip Erdoğan	AGAINST	presidents
7137	Recep Tayyip Erdoğan	AGAINST	presidents
7138	Recep Tayyip Erdoğan	AGAINST	presidents
7139	Recep Tayyip Erdoğan	AGAINST	presidents
7140	Recep Tayyip Erdoğan	AGAINST	presidents
7141	Recep Tayyip Erdoğan	NONE	presidents
7142	Recep Tayyip Erdoğan	AGAINST	presidents
7143	Recep Tayyip Erdoğan	FAVOR	presidents
7144	Recep Tayyip Erdoğan	NONE	presidents
7145	Recep Tayyip Erdoğan	NONE	presidents
7146	Recep Tayyip Erdoğan	AGAINST	presidents
7147	Recep Tayyip Erdoğan	AGAINST	presidents
7148	Recep Tayyip Erdoğan	AGAINST	presidents
7149	Recep Tayyip Erdoğan	AGAINST	presidents
7150	Recep Tayyip Erdoğan	AGAINST	presidents
7151	Recep Tayyip Erdoğan	AGAINST	presidents
7152	Recep Tayyip Erdoğan	AGAINST	presidents
7153	Recep Tayyip Erdoğan	AGAINST	presidents
7154	Recep Tayyip Erdoğan	AGAINST	presidents
7155	Recep Tayyip Erdoğan	AGAINST	presidents
7156	Recep Tayyip Erdoğan	NONE	presidents
7157	Recep Tayyip Erdoğan	NONE	presidents
7158	Recep Tayyip Erdoğan	NONE	presidents
7159	Recep Tayyip Erdoğan	FAVOR	presidents
7160	Recep Tayyip Erdoğan	FAVOR	presidents
7161	Recep Tayyip Erdoğan	FAVOR	presidents
7162	Recep Tayyip Erdoğan	FAVOR	presidents
7163	Recep Tayyip Erdoğan	NONE	presidents
7164	Recep Tayyip Erdoğan	AGAINST	presidents
7165	Recep Tayyip Erdoğan	AGAINST	presidents
7166	Recep Tayyip Erdoğan	AGAINST	presidents
7167	Recep Tayyip Erdoğan	AGAINST	presidents
7168	Recep Tayyip Erdoğan	AGAINST	presidents
7169	Recep Tayyip Erdoğan	NONE	presidents
7170	Recep Tayyip Erdoğan	AGAINST	presidents
7171	Recep Tayyip Erdoğan	AGAINST	presidents
7172	Recep Tayyip Erdoğan	NONE	presidents
7173	Recep Tayyip Erdoğan	AGAINST	presidents
7174	Recep Tayyip Erdoğan	AGAINST	presidents
7175	Recep Tayyip Erdoğan	NONE	presidents
7176	Recep Tayyip Erdoğan	FAVOR	presidents
7177	Recep Tayyip Erdoğan	AGAINST	presidents
7178	Recep Tayyip Erdoğan	NONE	presidents
7179	Recep Tayyip Erdoğan	AGAINST	presidents
7180	Recep Tayyip Erdoğan	NONE	presidents
7181	Recep Tayyip Erdoğan	AGAINST	presidents
7182	Recep Tayyip Erdoğan	AGAINST	presidents
7183	Recep Tayyip Erdoğan	AGAINST	presidents
7184	Recep Tayyip Erdoğan	FAVOR	presidents
7185	Recep Tayyip Erdoğan	AGAINST	presidents
7186	Recep Tayyip Erdoğan	NONE	presidents
7187	Recep Tayyip Erdoğan	NONE	presidents
7188	Recep Tayyip Erdoğan	AGAINST	presidents
7189	Recep Tayyip Erdoğan	AGAINST	presidents
7190	Recep Tayyip Erdoğan	AGAINST	presidents
7191	Recep Tayyip Erdoğan	AGAINST	presidents
7192	Recep Tayyip Erdoğan	AGAINST	presidents
7193	Recep Tayyip Erdoğan	NONE	presidents
7194	Recep Tayyip Erdoğan	NONE	presidents
7195	Recep Tayyip Erdoğan	AGAINST	presidents
7196	Recep Tayyip Erdoğan	NONE	presidents
7197	Recep Tayyip Erdoğan	FAVOR	presidents
7198	Recep Tayyip Erdoğan	AGAINST	presidents
7199	Recep Tayyip Erdoğan	NONE	presidents
7200	Recep Tayyip Erdoğan	AGAINST	presidents
7201	Recep Tayyip Erdoğan	FAVOR	presidents
7202	Recep Tayyip Erdoğan	AGAINST	presidents
7203	Recep Tayyip Erdoğan	AGAINST	presidents
7204	Recep Tayyip Erdoğan	AGAINST	presidents
7205	Recep Tayyip Erdoğan	FAVOR	presidents
7206	Recep Tayyip Erdoğan	AGAINST	presidents
7207	Recep Tayyip Erdoğan	AGAINST	presidents
7208	Recep Tayyip Erdoğan	NONE	presidents
7209	Recep Tayyip Erdoğan	NONE	presidents
7210	Recep Tayyip Erdoğan	NONE	presidents
7211	Recep Tayyip Erdoğan	NONE	presidents
7212	Recep Tayyip Erdoğan	AGAINST	presidents
7213	Recep Tayyip Erdoğan	NONE	presidents
7214	Recep Tayyip Erdoğan	NONE	presidents
7215	Recep Tayyip Erdoğan	FAVOR	presidents
7216	Recep Tayyip Erdoğan	AGAINST	presidents
7217	Recep Tayyip Erdoğan	AGAINST	presidents
7218	Recep Tayyip Erdoğan	FAVOR	presidents
7219	Recep Tayyip Erdoğan	AGAINST	presidents
7220	Recep Tayyip Erdoğan	FAVOR	presidents
7221	Recep Tayyip Erdoğan	NONE	presidents
7222	Recep Tayyip Erdoğan	AGAINST	presidents
7223	Recep Tayyip Erdoğan	AGAINST	presidents
7224	Recep Tayyip Erdoğan	AGAINST	presidents
7225	Recep Tayyip Erdoğan	AGAINST	presidents
7226	Recep Tayyip Erdoğan	AGAINST	presidents
7227	Recep Tayyip Erdoğan	FAVOR	presidents
7228	Recep Tayyip Erdoğan	AGAINST	presidents
7229	Recep Tayyip Erdoğan	AGAINST	presidents
7230	Recep Tayyip Erdoğan	NONE	presidents
7231	Recep Tayyip Erdoğan	FAVOR	presidents
7232	Recep Tayyip Erdoğan	AGAINST	presidents
7233	Recep Tayyip Erdoğan	AGAINST	presidents
7234	Recep Tayyip Erdoğan	FAVOR	presidents
7235	Recep Tayyip Erdoğan	AGAINST	presidents
7236	Recep Tayyip Erdoğan	AGAINST	presidents
7237	Recep Tayyip Erdoğan	AGAINST	presidents
7238	Recep Tayyip Erdoğan	NONE	presidents
7239	Recep Tayyip Erdoğan	FAVOR	presidents
7240	Recep Tayyip Erdoğan	AGAINST	presidents
7241	Recep Tayyip Erdoğan	AGAINST	presidents
7242	Recep Tayyip Erdoğan	FAVOR	presidents
7243	Recep Tayyip Erdoğan	AGAINST	presidents
7244	Recep Tayyip Erdoğan	NONE	presidents
7245	Recep Tayyip Erdoğan	NONE	presidents
7246	Recep Tayyip Erdoğan	NONE	presidents
7247	Recep Tayyip Erdoğan	AGAINST	presidents
7248	Recep Tayyip Erdoğan	AGAINST	presidents
7249	Recep Tayyip Erdoğan	AGAINST	presidents
7250	Recep Tayyip Erdoğan	NONE	presidents
7251	Recep Tayyip Erdoğan	NONE	presidents
7252	Recep Tayyip Erdoğan	NONE	presidents
7253	Recep Tayyip Erdoğan	AGAINST	presidents
7254	Recep Tayyip Erdoğan	AGAINST	presidents
7255	Recep Tayyip Erdoğan	NONE	presidents
7256	Recep Tayyip Erdoğan	FAVOR	presidents
7257	Recep Tayyip Erdoğan	FAVOR	presidents
7258	Recep Tayyip Erdoğan	AGAINST	presidents
7259	Recep Tayyip Erdoğan	AGAINST	presidents
7260	Recep Tayyip Erdoğan	NONE	presidents
7261	Recep Tayyip Erdoğan	AGAINST	presidents
7262	Recep Tayyip Erdoğan	AGAINST	presidents
7263	Recep Tayyip Erdoğan	AGAINST	presidents
7264	Recep Tayyip Erdoğan	NONE	presidents
7265	Recep Tayyip Erdoğan	NONE	presidents
7266	Recep Tayyip Erdoğan	AGAINST	presidents
7267	Recep Tayyip Erdoğan	NONE	presidents
7268	Recep Tayyip Erdoğan	AGAINST	presidents
7269	Recep Tayyip Erdoğan	AGAINST	presidents
7270	Recep Tayyip Erdoğan	NONE	presidents
7271	Recep Tayyip Erdoğan	NONE	presidents
7272	Recep Tayyip Erdoğan	AGAINST	presidents
7273	Recep Tayyip Erdoğan	AGAINST	presidents
7274	Recep Tayyip Erdoğan	NONE	presidents
7275	Recep Tayyip Erdoğan	AGAINST	presidents
7276	Recep Tayyip Erdoğan	AGAINST	presidents
7277	Recep Tayyip Erdoğan	AGAINST	presidents
7278	Recep Tayyip Erdoğan	AGAINST	presidents
7279	Recep Tayyip Erdoğan	AGAINST	presidents
7280	Recep Tayyip Erdoğan	FAVOR	presidents
7281	Recep Tayyip Erdoğan	FAVOR	presidents
7282	Recep Tayyip Erdoğan	FAVOR	presidents
7283	Recep Tayyip Erdoğan	AGAINST	presidents
7284	Recep Tayyip Erdoğan	AGAINST	presidents
7285	Recep Tayyip Erdoğan	AGAINST	presidents
7286	Recep Tayyip Erdoğan	AGAINST	presidents
7287	Recep Tayyip Erdoğan	AGAINST	presidents
7288	Recep Tayyip Erdoğan	NONE	presidents
7289	Recep Tayyip Erdoğan	AGAINST	presidents
7290	Recep Tayyip Erdoğan	NONE	presidents
7291	Recep Tayyip Erdoğan	AGAINST	presidents
7292	Recep Tayyip Erdoğan	NONE	presidents
7293	Recep Tayyip Erdoğan	AGAINST	presidents
7294	Recep Tayyip Erdoğan	AGAINST	presidents
7295	Recep Tayyip Erdoğan	AGAINST	presidents
7296	Recep Tayyip Erdoğan	AGAINST	presidents
7297	Recep Tayyip Erdoğan	AGAINST	presidents
7298	Recep Tayyip Erdoğan	AGAINST	presidents
7299	Recep Tayyip Erdoğan	AGAINST	presidents
7300	Recep Tayyip Erdoğan	AGAINST	presidents
7301	Recep Tayyip Erdoğan	AGAINST	presidents
7302	Recep Tayyip Erdoğan	NONE	presidents
7303	Recep Tayyip Erdoğan	FAVOR	presidents
7304	Recep Tayyip Erdoğan	AGAINST	presidents
7305	Recep Tayyip Erdoğan	AGAINST	presidents
7306	Recep Tayyip Erdoğan	NONE	presidents
7307	Recep Tayyip Erdoğan	AGAINST	presidents
7308	Recep Tayyip Erdoğan	AGAINST	presidents
7309	Recep Tayyip Erdoğan	AGAINST	presidents
7310	Recep Tayyip Erdoğan	AGAINST	presidents
7311	Recep Tayyip Erdoğan	AGAINST	presidents
7312	Recep Tayyip Erdoğan	NONE	presidents
7313	Recep Tayyip Erdoğan	FAVOR	presidents
7314	Recep Tayyip Erdoğan	AGAINST	presidents
7315	Recep Tayyip Erdoğan	FAVOR	presidents
7316	Recep Tayyip Erdoğan	NONE	presidents
7317	Recep Tayyip Erdoğan	NONE	presidents
7318	Recep Tayyip Erdoğan	AGAINST	presidents
7319	Recep Tayyip Erdoğan	AGAINST	presidents
7320	Recep Tayyip Erdoğan	FAVOR	presidents
7321	Recep Tayyip Erdoğan	AGAINST	presidents
7322	Recep Tayyip Erdoğan	AGAINST	presidents
7323	Recep Tayyip Erdoğan	AGAINST	presidents
7324	Recep Tayyip Erdoğan	AGAINST	presidents
7325	Recep Tayyip Erdoğan	AGAINST	presidents
7326	Recep Tayyip Erdoğan	AGAINST	presidents
